bn:00113968a	yellow|黄
bn:00026275n	knowledge|知识 disease|疾病 part|部件 AnimalHuman|动物 bite|啃咬 medical|医 doctor|医治
bn:00017262n	celestial|天体
bn:00071734n	sing|唱 perform|表演 entertainment|艺 MakeSound|发声 sound|声 music|音乐
bn:00039008n	FlowerGrass|花草 drug|毒品
bn:00030657n	part|部件 physiology|生理学 AnimalHuman|动物 bite|啃咬
bn:00000989n	knowledge|知识 sound|声
bn:00069672n	literature|文
bn:00080804n	tool|用具 fix|定住
bn:00008459n	human|人 Catholic|天主教 religion|宗教
bn:00006911n	metal|金属 material|材料 chemistry|化学
bn:00004274n	part|部件 physics|物理 physical|物质
bn:00005465n	edge|边
bn:00055052n	Unit|单位 Distance|距离 Length|长度 Width|宽度
bn:00014374n	Speed|速度 physics|物理 SelfMove|自移 lights|光
bn:00049179n	place|地方 country|国家 Asia|亚洲 politics|政 Saudi_Arabia|沙特阿拉伯 ProperName|专
bn:00007215n	human|人 UK|英国 literature|文 ProperName|专 compile|编辑 publications|书刊
bn:00051440n	part|部件 physiology|生理学 mouth|口 AnimalHuman|动物
bn:00029280n	material|材料 AlterColor|变颜色 Color|颜色 physical|物质
bn:00032929n	fish|鱼
bn:00074921n	weapon|武器 military|军 firing|射击
bn:00060927n	time|时间 past|过去
bn:00024507n	money|货币 commerce|商业 finance|金融
bn:00019208n	Length|长度 round|圆
bn:00040267n	FlowerGrass|花草 medicine|药物
bn:00013618n	crop|庄稼
bn:00035566n	physical|物质 feed|喂 livestock|牲畜
bn:00038676n	medicine|药物
bn:00074111n	part|部件 machine|机器
bn:00055542n	bacteria|微生物
bn:00065567n	part|部件 physics|物理 physical|物质
bn:00000057n	time|时间 specific|特定
bn:00062203n	human|人 Occupation|职位 entertainment|艺 perform|表演 music|音乐
bn:00009850n	furniture|家具 LengthLong|长 sit|坐蹲
bn:00015556n	place|地方 capital|国都 city|市 Italy|意大利 ProperName|专
bn:00067519n	expenditure|费用 levy|征收 pay|付
bn:00008976n	place|地方 country|国家 Africa|非洲 politics|政 Lesotho|莱索托 ProperName|专
bn:00047109n	language|语言 mixed|杂
bn:00050511n	fruit|水果 tree|树 reproduce|生殖
bn:00032574n	Unit|单位 electricity|电
bn:00077766n	facilities|设施 high|高 building|建筑物
bn:00072963n	group|群体 language|语言 ProperName|专
bn:00064468n	InstitutePlace|场所 police|警 detain|扣住 human|人 guilty|有罪 punish|处罚
bn:00017518n	tool|用具 police|警 punish|处罚 kill|杀害 electricity|电 sit|坐蹲 human|人
bn:00011934n	crop|庄稼 material|材料
bn:00002177n	beast|走兽
bn:00062717n	medicine|药物 inactive|消极
bn:00064752n	Attribute|属性 entity|实体 event|事件 Property|特性
bn:00043848n	disease|疾病
bn:00059356n	fruit|水果
bn:00054257n	shows|表演物 music|音乐
bn:00061258n	part|部件 skin|皮 fruit|水果
bn:00058646n	beast|走兽
bn:00001303n	location|位置 reside|住下
bn:00056640n	fruit|水果
bn:00065367n	human|人 Occupation|职位 Russia|俄罗斯 politics|政 HeadOfState|元首 ProperName|专
bn:00028716n	fruit|水果 dried|干
bn:00032631n	tool|用具 linear|线 fasten|拴连
bn:00052837n	document|文书
bn:00030148n	MusicTool|乐器
bn:00022117n	associate|交往 human|人 transmit|传送 letter|信件
bn:00056469n	Range|幅度 Attribute|属性 measure|测量
bn:00082064n	money|货币 Poland|波兰 commerce|商业 finance|金融
bn:00048027n	expression|词语 community|团体
bn:00009703n	facilities|设施 tool|用具 time|时间
bn:00022162n	document|文书 Content|内容 part|部件 readings|读物
bn:00034057n	human|人 neg|否 politics|政 ProperName|专
bn:00073094n	fact|事情 fight|争斗 Spain|西班牙 US|美国 military|军 ProperName|专 past|过去
bn:00055040n	material|材料 edible|食物 crop|庄稼
bn:00006910n	metal|金属 chemistry|化学
bn:00072638n	SportTool|运动器材 softball|垒球 sport|体育 round|圆
bn:00040999n	FlowerGrass|花草
bn:00027414n	chemical|化学物
bn:00023563n	FlowerGrass|花草
bn:00013179n	place|地方 capital|国都 city|市 UK|英国 ProperName|专
bn:00059536n	place|地方 city|市 US|美国 ProperName|专
bn:00004879n	InsectWorm|虫
bn:00027538n	despise|轻视 emotion|情感 biased|不公正
bn:00012103n	part|部件 religion|宗教 publications|书刊
bn:00057561n	text|语文 news|新闻 publications|书刊 publish|出版
bn:00046407n	BeIndependent|独立
bn:00044018n	system|制度 Rank|等级 politics|政
bn:00079748n	protruding|凸 stone|土石 split|破开
bn:00069173n	language|语言 ProperName|专
bn:00020508n	expression|词语 recent|新近 create|创造
bn:00049083n	part|部件 viscera|脏 physiology|生理学 AnimalHuman|动物
bn:00075372n	fish|鱼
bn:00070305n	knowledge|知识
bn:00057503n	earth|大地 America|美洲 ProperName|专
bn:00008975n	language|语言 ProperName|专
bn:00081209n	beast|走兽 wild|野生
bn:00051291n	shape|物形 linear|线
bn:00069306n	place|地方 provincial|省 Canada|加拿大 ProperName|专
bn:00061596n	location|位置 celestial|天体
bn:00015653n	place|地方 capital|国都 city|市 Zambia|赞比亚 ProperName|专
bn:00025364n	human|人 family|家庭 female|女 junior|小辈 lineal|直系
bn:00008198n	drop|投下 select|选拔
bn:00045894n	irrelevant|不相关
bn:00023282n	vegetable|蔬菜 eat|吃
bn:00018708n	bone|骨 physiology|生理学 AnimalHuman|动物
bn:00007967n	place|地方 country|国家 Asia|亚洲 politics|政 Bahrain|巴林 ProperName|专
bn:00070974n	human|人 Occupation|职位 foster|饲养 livestock|牲畜 agricultural|农 female|女
bn:00058079n	place|地方 Europe|欧洲 ProperName|专 north|北
bn:00021077n	beast|走兽 swim|游
bn:00006852n	metal|金属 chemistry|化学
bn:00077199n	water|水 GoUp|上去 waters|水域 phenomena|现象
bn:00036120n	time|时间 festival|节 day|日 congratulate|祝贺 place|地方 country|国家 politics|政
bn:00006569n	place|地方 Iraq|伊拉克
bn:00058173n	tell|告诉 text|语文 announce|发表
bn:00045332n	place|地方 city|市 India|印度 ProperName|专
bn:00013321n	human|人 UK|英国 literature|文 ProperName|专 compile|编辑 publications|书刊
bn:00022032n	symbol|符号 math|数学 constant|恒定 Quantity|数量
bn:00070077n	place|地方 city|市 US|美国 ProperName|专
bn:00033709n	disease|疾病 eye|眼
bn:00072559n	system|制度 human|人 endorse|拥护 politics|政
bn:00045249n	celestial|天体
bn:00002794n	food|食品 sweet|甜
bn:00076257n	Unit|单位 information|信息
bn:00010731n	NounUnit|名量 Quantity|数量 symbol|符号 math|数学
bn:00006864n	chemical|化学物
bn:00058254n	part|部件
bn:00035686n	text|语文 Pattern|样式
bn:00025466n	Unit|单位 SoundVolume|音量
bn:00021945n	emotion|情感 feeling|情绪
bn:00024072n	clothing|衣物 PutOn|穿戴 part|部件 head|头 human|人 official|官
bn:00013848n	building|建筑物 facilities|设施 obstruct|阻止 defend|防守 protect|保护
bn:00061346n	part|部件 tool|用具 tell|告诉 time|时间
bn:00059482n	organization|组织
bn:00048715n	chemical|化学物
bn:00034543n	time|时间 year|年 finance|金融
bn:00057517n	place|地方 country|国家 Oceania|大洋洲 politics|政 New_Zealand|新西兰 ProperName|专
bn:00049823n	weapon|武器 military|军 stab|扎 tool|用具
bn:00014984n	place|地方 UK|英国 ProperName|专
bn:00066842n	illuminate|照射
bn:00071401n	place|地方 Russia|俄罗斯 ProperName|专
bn:00009714n	place|地方 country|国家 Europe|欧洲 politics|政 ProperName|专 Belgium|比利时
bn:00047172n	InfoCarrier|信息载体 computer|电脑 internet|因特网 communicate|交流 information|信息 disseminate|传播 location|位置
bn:00012314n	material|材料
bn:00041853n	drill|练习
bn:00009205n	human|人 female|女 lascivious|淫 SeekPleasure|寻欢 mating|交配
bn:00009342n	beast|走兽
bn:00039060n	humanized|拟人 ProperName|专
bn:00001592n	persuade|劝说
bn:00062695n	InstitutePlace|场所 commerce|商业 eat|吃 edible|食物
bn:00033687n	human|人 agricultural|农
bn:00054508n	part|部件 physics|物理 physical|物质
bn:00014691n	tool|用具 calculate|计算
bn:00060711n	system|制度 politics|政
bn:00064428n	regulation|规矩 Standard|标准
bn:00060626n	part|部件 nerve|络 physiology|生理学 AnimalHuman|动物 drain|排出 BodyFluid|体液 produce|制造
bn:00015937n	material|材料
bn:00021494n	knowledge|知识 computer|电脑
bn:00014271n	InsectWorm|虫 fly|飞
bn:00026886n	phenomena|现象 excrete|排泄 medical|医 disease|疾病
bn:00002855n	time|时间 festival|节 religion|宗教 ProperName|专
bn:00026371n	exile|流放 expel|驱赶 human|人
bn:00029619n	beast|走兽
bn:00031923n	fruit|水果 tree|树
bn:00039504n	FlowerGrass|花草
bn:00066622n	again|再
bn:00001939n	Unit|单位 time|时间 year|年 TimeLong|长时间
bn:00042723n	place|地方 Germany|德国 ProperName|专
bn:00000054n	time|时间 specific|特定
bn:00064266n	tool|用具 cook|烹调
bn:00054703n	disease|疾病 heart|心 viscera|脏 AnimalHuman|动物
bn:00012050n	bird|禽
bn:00064843n	system|制度 protect|保护
bn:00042326n	fact|事情 exercise|锻炼 sport|体育
bn:00003943n	Unit|单位 Temperature|温度 Standard|标准
bn:00006125n	clothing|衣物 Attire|装束 PutOn|穿戴
bn:00028133n	beast|走兽 swim|游
bn:00007205n	time|时间 morning|晨 GoUp|上去 beginning|始 lights|光
bn:00022787n	lights|光
bn:00010569n	check|查 disease|疾病 medical|医 diagnose|诊察
bn:00050330n	symbol|符号 Quantity|数量 math|数学
bn:00049269n	livestock|牲畜 domesticated|家养
bn:00011960n	InsectWorm|虫 agricultural|农
bn:00048808n	human|人 Germany|德国 ProperName|专
bn:00062414n	tool|用具 sleep|睡
bn:00005007n	clothing|衣物 Attire|装束
bn:00027551n	mental|精神
bn:00054702n	Unit|单位 Resistance|电阻
bn:00039625n	FlowerGrass|花草
bn:00004971n	disease|疾病 bleed|出血 medical|医
bn:00034059n	sport|体育
bn:00075878n	fact|事情 exercise|锻炼 boxing|拳击 sport|体育 ProperName|专
bn:00003639n	fact|事情 reproduce|生殖 mating|交配
bn:00023252n	place|地方 county|县 ProperName|专
bn:00079643n	part|部件 building|建筑物
bn:00005731n	fact|事情 fight|争斗 military|军
bn:00002888n	vegetable|蔬菜 eat|吃
bn:00081897n	waters|水域 Russia|俄罗斯 ProperName|专
bn:00030359n	excrete|排泄 excrement|排泄物
bn:00027579n	tool|用具 wash|洗涤
bn:00040575n	time|时间 past|过去
bn:00015591n	place|地方 capital|国都 city|市 Nicaragua|尼加拉瓜 ProperName|专
bn:00005070n	food|食品 cook|烹调
bn:00080439n	fact|事情 fight|争斗 military|军 army|军队
bn:00046362n	phenomena|现象 dream|做梦 able|能 urge|促使 fear|害怕
bn:00018204n	part|部件 tool|用具 recreation|娱乐
bn:00047611n	fear|害怕 Islam|伊斯兰教
bn:00043226n	FlowerGrass|花草 dried|干
bn:00021154n	FlowerGrass|花草 medicine|药物
bn:00055554n	beast|走兽
bn:00010400n	human|人 Occupation|职位 US|美国 politics|政 HeadOfState|元首 ProperName|专
bn:00003001n	welcome|欢迎 expression|词语 express|表示 SayHello|问候 farewell|离别
bn:00009916n	place|地方 country|国家 Asia|亚洲 politics|政 Bangladesh|孟加拉国 ProperName|专
bn:00079290n	group|群体 language|语言 ProperName|专
bn:00005322n	place|地方 city|市 France|法国 ProperName|专
bn:00077174n	coupon|票证 GoInto|进入
bn:00012018n	MusicTool|乐器
bn:00006605n	symbol|符号
bn:00014290n	drinks|饮品
bn:00077993n	tool|用具 alter|改变 VoltageValue|电压值
bn:00030861n	place|地方 country|国家 Europe|欧洲 politics|政 UK|英国 ProperName|专
bn:00014573n	clothing|衣物 PutOn|穿戴 part|部件 body|身 human|人
bn:00065022n	knowledge|知识 language|语言
bn:00057721n	waters|水域 Egypt|埃及 ProperName|专
bn:00054149n	InfoCarrier|信息载体 disseminate|传播 information|信息 news|新闻
bn:00061124n	GiveAsGift|赠 guilty|有罪
bn:00029035n	part|部件 nerve|络 physiology|生理学 AnimalHuman|动物 drain|排出 BodyFluid|体液 produce|制造 metabolize|代谢 medical|医 physical|物质 internal|内
bn:00031500n	FlowerGrass|花草
bn:00049760n	food|食品 flesh|肉
bn:00029368n	fish|鱼
bn:00043214n	FlowerGrass|花草 space|空间 land|陆地
bn:00047525n	wood|木
bn:00033161n	fruit|水果
bn:00023520n	FlowerGrass|花草
bn:00077857n	machine|机器 transport|运送 LandVehicle|车
bn:00012214n	part|部件 edge|边
bn:00018055n	Name|姓名 human|人
bn:00031240n	Name|姓名 human|人
bn:00027006n	material|材料 liquid|液 burn|焚烧
bn:00012339n	NounUnit|名量 tool|用具 inanimate|无生物
bn:00003392n	beast|走兽
bn:00068186n	human|人
bn:00028358n	Distance|距离 space|空间 write|写
bn:00016771n	part|部件 physics|物理 electricity|电
bn:00072474n	slide|滑
bn:00079888n	knowledge|知识 beast|走兽 doctor|医治 medical|医 animal|兽 disease|疾病
bn:00009764n	facilities|设施
bn:00006891n	metal|金属 chemistry|化学
bn:00042107n	tool|用具 example|实例 imitate|模仿 guide|引导
bn:00035192n	part|部件
bn:00010484n	material|材料 sticky|黏 fasten|拴连 fix|定住
bn:00019780n	weather|天象
bn:00047201n	translate|翻译 human|人
bn:00024127n	weapon|武器 military|军 ship|船
bn:00042030n	place|地方 provincial|省 China|中国 ProperName|专
bn:00056855n	part|部件 physiology|生理学 viscera|脏 AnimalHuman|动物 respire|呼吸 smell|闻
bn:00029659n	knowledge|知识 economy|经济
bn:00050979n	shows|表演物 entertainment|艺
bn:00026980n	education|教育 teach|教
bn:00052404n	land|陆地 waters|水域 Philippines|菲律宾 ProperName|专
bn:00080066n	human|人 female|女 mating|交配 Chastity|贞操 unmarried|未婚
bn:00011139n	facilities|设施 industrial|工 produce|制造 metal|金属
bn:00050216n	wash|洗涤
bn:00018545n	tool|用具
bn:00006138n	part|部件 bone|骨 physiology|生理学 AnimalHuman|动物
bn:00022922n	illuminate|照射 lights|光
bn:00053881n	tool|用具 LieDown|躺卧
bn:00065801n	tribe|族群 Kind|类型
bn:00069766n	KindValue|类型值 ComeToWorld|问世 human|人
bn:00064334n	part|部件 hair|毛 vegetable|蔬菜 eat|吃
bn:00048981n	MusicTool|乐器
bn:00010407n	edible|食物
bn:00069027n	place|地方 capital|国都 city|市 El_Salvador|萨尔瓦多 ProperName|专
bn:00002491n	part|部件 physiology|生理学 embryo|胚 AnimalHuman|动物 bird|禽 domesticated|家养
bn:00049529n	disease|疾病 phenomena|现象 lack|缺少 physical|物质 improve|改良 Health|健康 AnimalHuman|动物
bn:00002237n	human|人 Occupation|职位 female|女
bn:00048479n	human|人
bn:00009707n	place|地方 country|国家 Africa|非洲 politics|政 Congo|刚果 ProperName|专 Zaire|扎伊尔
bn:00015492n	part|部件 nerve|络 viscera|脏 AnimalHuman|动物
bn:00066192n	emotion|情感 believe|相信 EachOther|相互 Intimacy|亲疏
bn:00065106n	publications|书刊 publish|出版
bn:00078210n	image|图像 angular|角
bn:00050801n	waters|水域 humanized|拟人
bn:00055476n	entertainment|艺 literature|文
bn:00029765n	place|地方 capital|国都 city|市 Scotland|苏格兰 ProperName|专
bn:00075647n	knowledge|知识
bn:00029975n	FlowerGrass|花草
bn:00077605n	tool|用具 clean|使净 part|部件 mouth|口 AnimalHuman|动物
bn:00058574n	waters|水域 planar|面
bn:00061183n	food|食品
bn:00043130n	part|部件 mouth|口
bn:00004926n	location|位置 celestial|天体
bn:00031347n	beast|走兽 wild|野生
bn:00005389n	bacteria|微生物
bn:00030158n	fittings|配件 tool|用具 connect|连接 electricity|电
bn:00041746n	law|律法 time|时间 new|新
bn:00005569n	place|地方 country|国家 South_America|南美 politics|政 Argentina|阿根廷 ProperName|专
bn:00055555n	InsectWorm|虫
bn:00048816n	place|地方 city|市 India|印度 ProperName|专
bn:00014160n	InstitutePlace|场所 commerce|商业 organization|组织
bn:00005267n	language|语言 ProperName|专
bn:00015129n	money|货币 Canada|加拿大 finance|金融 Unit|单位
bn:00050650n	drinks|饮品
bn:00061757n	place|地方 country|国家 South_America|南美 politics|政 Peru|秘鲁 ProperName|专
bn:00031712n	knowledge|知识 Morality|道德
bn:00053146n	Occupation|职位 human|人 official|官
bn:00007434n	emotion|情感 acquisitive|贪心 vicious|罪恶
bn:00016128n	FlowerGrass|花草
bn:00015566n	place|地方 capital|国都 city|市 Liberia|利比里亚 ProperName|专
bn:00004692n	destroy|消灭
bn:00047725n	disease|疾病 skin|皮
bn:00064110n	part|部件 language|语言
bn:00079833n	location|位置 angular|角 dot|点
bn:00035902n	tool|用具 pick|拾起 eat|吃
bn:00076174n	human|人 dishonest|不诚实
bn:00052380n	MusicTool|乐器
bn:00012782n	plant|植物
bn:00077135n	FlowerGrass|花草
bn:00060611n	human|人 own|有 knowledge|知识 mental|精神 phenomena|现象
bn:00068849n	ship|船
bn:00044301n	place|地方 city|市 Vietnam|越南 ProperName|专
bn:00021555n	part|部件 embryo|胚 physiology|生理学 AnimalHuman|动物
bn:00013383n	LandVehicle|车 automatic|自动 past|过去
bn:00006909n	metal|金属 chemistry|化学
bn:00044380n	tree|树
bn:00054578n	expression|词语 CompareTo|比拟
bn:00075742n	produce|制造 mix|混合
